source;source_type;source_code;genus;species;common_name;type;count;date;period;town;country;number;sampling_allowed;notes;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1614999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.162;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1621;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1626000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;ZD 1992.262;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1618000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1539;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1498999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1489999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;ZD 1997.566;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;ZD 1992.260;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;ZD 1992.264;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;ZD 1997.563;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;ZD 1992.259;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;ZD 1992.258;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;ZD 1992.261;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;ZD 1997.568;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1514999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1548;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1543999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1483000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1536000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1545000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1547;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1536000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.16;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1532999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Physeter;macrocephalus;Sperm whale;NA;;1956;recent;;Norway;ZD 1993.256;NA;probably whaling;
National Museum of Natural History, London;database;NHM;Physeter;macrocephalus;Sperm whale;NA;;NA;NA;;Norway;1993.2570000000001;NA;probably whaling;
National Museum of Natural History, London;database;NHM;Physeter;macrocephalus;Sperm whale;NA;;NA;NA;;United Kingdom;1997.85;NA;NA;
National Museum of Natural History, London;database;NHM;Physeter;macrocephalus;Sperm whale;NA;;NA;NA;;United Kingdom;2003.3710000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Physeter;macrocephalus;Sperm whale;NA;;NA;NA;;United Kingdom;1993.259;NA;NA;
National Museum of Natural History, London;database;NHM;Physeter;macrocephalus;Sperm whale;NA;;1863;recent;;United Kingdom;1865.7.3.1;NA;NA;
National Museum of Natural History, London;database;NHM;Physeter;macrocephalus;Sperm whale;NA;;NA;NA;;Norway;1993.2560000000001;NA;probably whaling;
National Museum of Natural History, London;database;NHM;Physeter;macrocephalus;Sperm whale;NA;;1930;recent;;Norway;ZD 2007.100;NA;probably whaling;
National Museum of Natural History, London;database;NHM;Physeter;macrocephalus;Sperm whale;skeleton with teeth;;1985;recent;;United Kingdom;ZD. 2009.1568;NA;NA;
National Museum of Natural History, London;database;NHM;Physeter;macrocephalus;Sperm whale;NA;;1997;recent;;United Kingdom;1998.3;NA;NA;
National Museum of Natural History, London;database;NHM;Physeter;macrocephalus;Sperm whale;NA;;1973;recent;;United Kingdom;1997.5740000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Physeter;macrocephalus;Sperm whale;NA;;1977;recent;;United Kingdom;ZD 1993.259;NA;NA;
National Museum of Natural History, London;database;NHM;Physeter;macrocephalus;Sperm whale;NA;;1993;recent;;United Kingdom;ZD 1995.253;NA;NA;
National Museum of Natural History, London;database;NHM;Physeter;macrocephalus;Sperm whale;NA;;1913;recent;;United Kingdom;1979.5329999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Physeter;macrocephalus;Sperm whale;NA;;NA;NA;;United Kingdom;1978.2557999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Physeter;macrocephalus;Sperm whale;NA;;1914;recent;;United Kingdom;1979.5340000000001;NA;NA;
Museum of Comparative Zoology Harvard;database;MCZH;Physeter;NA;NA;tooth;1;NA;tertiary;;United States;MCZ:VP:VPM-4095;NA;NA;
Museum of Comparative Zoology Harvard;database;MCZH;Physeter;macrocephalus;Sperm whale;tooth;1;NA;tertiary;;United States;MCZ:VP:VPM-4096;NA;NA;
Museum of Comparative Zoology Harvard;database;MCZH;Physeter;NA;NA;tooth;1;NA;tertiary;;United States;MCZ:VP:VPM-4125;NA;NA;
Museum of Comparative Zoology Harvard;database;MCZH;Physeter;NA;NA;tooth;1;NA;Red Crag;;United Kingdom;MCZ:VP:VPM-4180;NA;NA;
Museum of Comparative Zoology Harvard;database;MCZH;Physeter;NA;NA;tooth;1;NA;Red Crag;;United Kingdom;MCZ:VP:VPM-4181;NA;NA;
Museum of Comparative Zoology Harvard;database;MCZH;Physeter;NA;NA;tooth;1;NA;Red Crag;;United Kingdom;MCZ:VP:VPM-4182;NA;NA;
Museum of Comparative Zoology Harvard;database;MCZH;Physeter;NA;NA;tooth;1;NA;Red Crag;;United Kingdom;MCZ:VP:VPM-4183;NA;NA;
Museum of Comparative Zoology Harvard;database;MCZH;Physeter;NA;NA;tooth;1;NA;Red Crag;;United Kingdom;MCZ:VP:VPM-4184;NA;NA;
Museum of Comparative Zoology Harvard;database;MCZH;Physeter;NA;NA;tooth;1;NA;Red Crag;;United Kingdom;MCZ:VP:VPM-4185;NA;NA;
Museum of Comparative Zoology Harvard;database;MCZH;Physeter;NA;NA;tooth;1;NA;Red Crag;;United Kingdom;MCZ:VP:VPM-4186;NA;NA;
Museum of Comparative Zoology Harvard;database;MCZH;Physeter;NA;NA;tooth;1;NA;Red Crag;;United Kingdom;MCZ:VP:VPM-4187;NA;NA;
Museum of Comparative Zoology Harvard;database;MCZH;Physeter;NA;NA;tooth;1;NA;Red Crag;;United Kingdom;MCZ:VP:VPM-4188;NA;NA;
