source;source_type;source_code;genus;species;common_name;type;count;date;period;town;country;number;sampling_allowed;notes;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;1914;recent;;Ireland;1979.1441;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;1914;recent;;United Kingdom;1979.1443999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;1914;recent;;United Kingdom;1979.1447000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;1914;recent;;United Kingdom;1979.1448;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;1914;recent;;Ireland;1979.1451;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;1914;recent;;United Kingdom;1979.1455000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;1914;recent;;United Kingdom;1979.1446000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;1914;recent;;United Kingdom;1979.1451999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;1914;recent;;United Kingdom;1979.1454000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;1914;recent;;United Kingdom;1979.1442999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;1914;recent;;United Kingdom;1979.1449;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;1915;recent;;United Kingdom;1979.1457;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;1915;recent;;United Kingdom;1979.1458;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;1915;recent;;United Kingdom;1979.1459;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;1915;recent;;United Kingdom;1979.1456000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;1915;recent;;United Kingdom;1979.1460999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;1915;recent;;United Kingdom;1979.146;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;1916;recent;;United Kingdom;1979.1587;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;1916;recent;;United Kingdom;1979.1586;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;1917;recent;;United Kingdom;1979.1463000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;1917;recent;;Ireland;1979.1461999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1442999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1485;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1497999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1513;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1865.12.8.43;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1531;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1505999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1595;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1512;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1446000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1454000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1469;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1457;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1459;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1464000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1468;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1476;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1479999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1482000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1547;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1491000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1521;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1596;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1552999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1558;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1564000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1563000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1612;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1567;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1568;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1569999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1614;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1581000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1603;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1615999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1622;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1992.2650000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1442;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1555000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1509000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1494;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1549;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1593;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1572000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1469999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1532;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1548;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1523;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1533999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1466;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1448;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1456000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1465000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1470999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1478;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1481000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1484;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1486;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1516999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1519000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1561999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1524999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1542999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1543999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1554000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1560999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1585;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1577;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1594;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1586;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1590000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1592000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1613;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1623999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1865.10.9.23;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.15;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1569;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1441;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1532999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1451;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1495;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1518000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1496;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1496999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1566;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1507999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1997.4;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1502;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1505;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1506999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1510000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1570999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1477;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1447000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1487;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.153;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1451999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1463000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1467;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1483000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1515999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1608000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1529;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1602;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1556;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1610000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1565000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1576;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1578;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1578999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1579999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1583000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1587;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.16;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1601000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1617000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1623;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1627000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1878.8.7.1;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1889.2.14.1;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1458;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1478999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1541;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.155;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1559999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1452999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1522;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1538;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1514;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1511;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1525999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1443999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1472000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1493;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1488999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1492000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1514999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1605999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1528000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1545000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1597999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1596999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1551999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1573000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1575;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1582000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1591000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1606999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1605;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1609000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1624999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1619000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1541999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1540;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1474000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1501000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1475;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1487999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1599000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1559;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1992.2639999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1550999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1557;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.152;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1527000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1504;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1445000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1449;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.145;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1455000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.146;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1461999999999;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1473000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1574000000001;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1584;NA;NA;
National Museum of Natural History, London;database;NHM;Phocoena;phocoena;Harbor porpoise;NA;;NA;NA;;United Kingdom;1979.1604;NA;NA;
